"scenario","method","replicate_id","curve_rmse","curve_max_error","fail"
8,"start_saturated",452,NA,NA,"incomplete-curve"
9,"start_saturated",452,NA,NA,"incomplete-curve"
10,"start_saturated",452,NA,NA,"incomplete-curve"
11,"start_saturated",452,NA,NA,"incomplete-curve"
12,"start_saturated",452,NA,NA,"incomplete-curve"
1,"calendar_omitted",453,NA,NA,"incomplete-curve"
2,"calendar_omitted",453,NA,NA,"incomplete-curve"
3,"calendar_omitted",453,NA,NA,"incomplete-curve"
4,"calendar_omitted",453,NA,NA,"incomplete-curve"
5,"calendar_omitted",453,NA,NA,"incomplete-curve"
6,"calendar_omitted",453,NA,NA,"incomplete-curve"
7,"calendar_omitted",453,NA,NA,"incomplete-curve"
8,"calendar_omitted",453,NA,NA,"incomplete-curve"
9,"calendar_omitted",453,NA,NA,"incomplete-curve"
10,"calendar_omitted",453,NA,NA,"incomplete-curve"
11,"calendar_omitted",453,NA,NA,"incomplete-curve"
12,"calendar_omitted",453,NA,NA,"incomplete-curve"
1,"calendar_quadratic",453,NA,NA,"incomplete-curve"
2,"calendar_quadratic",453,NA,NA,"incomplete-curve"
3,"calendar_quadratic",453,NA,NA,"incomplete-curve"
4,"calendar_quadratic",453,NA,NA,"incomplete-curve"
5,"calendar_quadratic",453,NA,NA,"incomplete-curve"
6,"calendar_quadratic",453,NA,NA,"incomplete-curve"
7,"calendar_quadratic",453,NA,NA,"incomplete-curve"
8,"calendar_quadratic",453,NA,NA,"incomplete-curve"
9,"calendar_quadratic",453,NA,NA,"incomplete-curve"
10,"calendar_quadratic",453,NA,NA,"incomplete-curve"
11,"calendar_quadratic",453,NA,NA,"incomplete-curve"
12,"calendar_quadratic",453,NA,NA,"incomplete-curve"
1,"equal_common",453,NA,NA,"incomplete-curve"
2,"equal_common",453,NA,NA,"incomplete-curve"
3,"equal_common",453,NA,NA,"incomplete-curve"
4,"equal_common",453,NA,NA,"incomplete-curve"
5,"equal_common",453,NA,NA,"incomplete-curve"
6,"equal_common",453,NA,NA,"incomplete-curve"
7,"equal_common",453,NA,NA,"incomplete-curve"
8,"equal_common",453,NA,NA,"incomplete-curve"
9,"equal_common",453,NA,NA,"incomplete-curve"
10,"equal_common",453,NA,NA,"incomplete-curve"
11,"equal_common",453,NA,NA,"incomplete-curve"
12,"equal_common",453,NA,NA,"incomplete-curve"
1,"equal_flexible",453,NA,NA,"incomplete-curve"
2,"equal_flexible",453,NA,NA,"incomplete-curve"
3,"equal_flexible",453,NA,NA,"incomplete-curve"
4,"equal_flexible",453,NA,NA,"incomplete-curve"
5,"equal_flexible",453,NA,NA,"incomplete-curve"
6,"equal_flexible",453,NA,NA,"incomplete-curve"
7,"equal_flexible",453,NA,NA,"incomplete-curve"
8,"equal_flexible",453,NA,NA,"incomplete-curve"
9,"equal_flexible",453,NA,NA,"incomplete-curve"
10,"equal_flexible",453,NA,NA,"incomplete-curve"
11,"equal_flexible",453,NA,NA,"incomplete-curve"
12,"equal_flexible",453,NA,NA,"incomplete-curve"
1,"package_like",453,NA,NA,"incomplete-curve"
2,"package_like",453,NA,NA,"incomplete-curve"
3,"package_like",453,NA,NA,"incomplete-curve"
4,"package_like",453,NA,NA,"incomplete-curve"
5,"package_like",453,NA,NA,"incomplete-curve"
6,"package_like",453,NA,NA,"incomplete-curve"
7,"package_like",453,NA,NA,"incomplete-curve"
8,"package_like",453,NA,NA,"incomplete-curve"
9,"package_like",453,NA,NA,"incomplete-curve"
10,"package_like",453,NA,NA,"incomplete-curve"
11,"package_like",453,NA,NA,"incomplete-curve"
12,"package_like",453,NA,NA,"incomplete-curve"
1,"start_saturated",453,NA,NA,"incomplete-curve"
2,"start_saturated",453,NA,NA,"incomplete-curve"
3,"start_saturated",453,NA,NA,"incomplete-curve"
4,"start_saturated",453,NA,NA,"incomplete-curve"
5,"start_saturated",453,NA,NA,"incomplete-curve"
6,"start_saturated",453,NA,NA,"incomplete-curve"
7,"start_saturated",453,NA,NA,"incomplete-curve"
8,"start_saturated",453,NA,NA,"incomplete-curve"
9,"start_saturated",453,NA,NA,"incomplete-curve"
10,"start_saturated",453,NA,NA,"incomplete-curve"
11,"start_saturated",453,NA,NA,"incomplete-curve"
12,"start_saturated",453,NA,NA,"incomplete-curve"
1,"calendar_omitted",454,NA,NA,"incomplete-curve"
2,"calendar_omitted",454,NA,NA,"incomplete-curve"
3,"calendar_omitted",454,NA,NA,"incomplete-curve"
4,"calendar_omitted",454,NA,NA,"incomplete-curve"
5,"calendar_omitted",454,NA,NA,"incomplete-curve"
6,"calendar_omitted",454,NA,NA,"incomplete-curve"
7,"calendar_omitted",454,NA,NA,"incomplete-curve"
8,"calendar_omitted",454,NA,NA,"incomplete-curve"
9,"calendar_omitted",454,NA,NA,"incomplete-curve"
10,"calendar_omitted",454,NA,NA,"incomplete-curve"
11,"calendar_omitted",454,NA,NA,"incomplete-curve"
12,"calendar_omitted",454,NA,NA,"incomplete-curve"
1,"calendar_quadratic",454,NA,NA,"incomplete-curve"
2,"calendar_quadratic",454,NA,NA,"incomplete-curve"
3,"calendar_quadratic",454,NA,NA,"incomplete-curve"
4,"calendar_quadratic",454,NA,NA,"incomplete-curve"
5,"calendar_quadratic",454,NA,NA,"incomplete-curve"
6,"calendar_quadratic",454,NA,NA,"incomplete-curve"
7,"calendar_quadratic",454,NA,NA,"incomplete-curve"
8,"calendar_quadratic",454,NA,NA,"incomplete-curve"
9,"calendar_quadratic",454,NA,NA,"incomplete-curve"
10,"calendar_quadratic",454,NA,NA,"incomplete-curve"
11,"calendar_quadratic",454,NA,NA,"incomplete-curve"
12,"calendar_quadratic",454,NA,NA,"incomplete-curve"
1,"equal_common",454,NA,NA,"incomplete-curve"
2,"equal_common",454,NA,NA,"incomplete-curve"
3,"equal_common",454,NA,NA,"incomplete-curve"
4,"equal_common",454,NA,NA,"incomplete-curve"
5,"equal_common",454,NA,NA,"incomplete-curve"
6,"equal_common",454,NA,NA,"incomplete-curve"
7,"equal_common",454,NA,NA,"incomplete-curve"
8,"equal_common",454,NA,NA,"incomplete-curve"
9,"equal_common",454,NA,NA,"incomplete-curve"
10,"equal_common",454,NA,NA,"incomplete-curve"
11,"equal_common",454,NA,NA,"incomplete-curve"
12,"equal_common",454,NA,NA,"incomplete-curve"
1,"equal_flexible",454,NA,NA,"incomplete-curve"
2,"equal_flexible",454,NA,NA,"incomplete-curve"
3,"equal_flexible",454,NA,NA,"incomplete-curve"
4,"equal_flexible",454,NA,NA,"incomplete-curve"
5,"equal_flexible",454,NA,NA,"incomplete-curve"
6,"equal_flexible",454,NA,NA,"incomplete-curve"
7,"equal_flexible",454,NA,NA,"incomplete-curve"
8,"equal_flexible",454,NA,NA,"incomplete-curve"
9,"equal_flexible",454,NA,NA,"incomplete-curve"
10,"equal_flexible",454,NA,NA,"incomplete-curve"
11,"equal_flexible",454,NA,NA,"incomplete-curve"
12,"equal_flexible",454,NA,NA,"incomplete-curve"
1,"package_like",454,NA,NA,"incomplete-curve"
2,"package_like",454,NA,NA,"incomplete-curve"
3,"package_like",454,NA,NA,"incomplete-curve"
4,"package_like",454,NA,NA,"incomplete-curve"
5,"package_like",454,NA,NA,"incomplete-curve"
6,"package_like",454,NA,NA,"incomplete-curve"
7,"package_like",454,NA,NA,"incomplete-curve"
8,"package_like",454,NA,NA,"incomplete-curve"
9,"package_like",454,NA,NA,"incomplete-curve"
10,"package_like",454,NA,NA,"incomplete-curve"
11,"package_like",454,NA,NA,"incomplete-curve"
12,"package_like",454,NA,NA,"incomplete-curve"
1,"start_saturated",454,NA,NA,"incomplete-curve"
2,"start_saturated",454,NA,NA,"incomplete-curve"
3,"start_saturated",454,NA,NA,"incomplete-curve"
4,"start_saturated",454,NA,NA,"incomplete-curve"
5,"start_saturated",454,NA,NA,"incomplete-curve"
6,"start_saturated",454,NA,NA,"incomplete-curve"
7,"start_saturated",454,NA,NA,"incomplete-curve"
8,"start_saturated",454,NA,NA,"incomplete-curve"
9,"start_saturated",454,NA,NA,"incomplete-curve"
10,"start_saturated",454,NA,NA,"incomplete-curve"
11,"start_saturated",454,NA,NA,"incomplete-curve"
12,"start_saturated",454,NA,NA,"incomplete-curve"
1,"calendar_omitted",455,NA,NA,"incomplete-curve"
2,"calendar_omitted",455,NA,NA,"incomplete-curve"
3,"calendar_omitted",455,NA,NA,"incomplete-curve"
4,"calendar_omitted",455,NA,NA,"incomplete-curve"
5,"calendar_omitted",455,NA,NA,"incomplete-curve"
6,"calendar_omitted",455,NA,NA,"incomplete-curve"
7,"calendar_omitted",455,NA,NA,"incomplete-curve"
8,"calendar_omitted",455,NA,NA,"incomplete-curve"
9,"calendar_omitted",455,NA,NA,"incomplete-curve"
10,"calendar_omitted",455,NA,NA,"incomplete-curve"
11,"calendar_omitted",455,NA,NA,"incomplete-curve"
12,"calendar_omitted",455,NA,NA,"incomplete-curve"
1,"calendar_quadratic",455,NA,NA,"incomplete-curve"
2,"calendar_quadratic",455,NA,NA,"incomplete-curve"
3,"calendar_quadratic",455,NA,NA,"incomplete-curve"
4,"calendar_quadratic",455,NA,NA,"incomplete-curve"
5,"calendar_quadratic",455,NA,NA,"incomplete-curve"
6,"calendar_quadratic",455,NA,NA,"incomplete-curve"
7,"calendar_quadratic",455,NA,NA,"incomplete-curve"
8,"calendar_quadratic",455,NA,NA,"incomplete-curve"
9,"calendar_quadratic",455,NA,NA,"incomplete-curve"
10,"calendar_quadratic",455,NA,NA,"incomplete-curve"
11,"calendar_quadratic",455,NA,NA,"incomplete-curve"
12,"calendar_quadratic",455,NA,NA,"incomplete-curve"
1,"equal_common",455,NA,NA,"incomplete-curve"
2,"equal_common",455,NA,NA,"incomplete-curve"
3,"equal_common",455,NA,NA,"incomplete-curve"
4,"equal_common",455,NA,NA,"incomplete-curve"
5,"equal_common",455,NA,NA,"incomplete-curve"
6,"equal_common",455,NA,NA,"incomplete-curve"
7,"equal_common",455,NA,NA,"incomplete-curve"
8,"equal_common",455,NA,NA,"incomplete-curve"
9,"equal_common",455,NA,NA,"incomplete-curve"
10,"equal_common",455,NA,NA,"incomplete-curve"
11,"equal_common",455,NA,NA,"incomplete-curve"
12,"equal_common",455,NA,NA,"incomplete-curve"
1,"equal_flexible",455,NA,NA,"incomplete-curve"
2,"equal_flexible",455,NA,NA,"incomplete-curve"
3,"equal_flexible",455,NA,NA,"incomplete-curve"
4,"equal_flexible",455,NA,NA,"incomplete-curve"
5,"equal_flexible",455,NA,NA,"incomplete-curve"
6,"equal_flexible",455,NA,NA,"incomplete-curve"
7,"equal_flexible",455,NA,NA,"incomplete-curve"
8,"equal_flexible",455,NA,NA,"incomplete-curve"
9,"equal_flexible",455,NA,NA,"incomplete-curve"
10,"equal_flexible",455,NA,NA,"incomplete-curve"
11,"equal_flexible",455,NA,NA,"incomplete-curve"
12,"equal_flexible",455,NA,NA,"incomplete-curve"
1,"package_like",455,NA,NA,"incomplete-curve"
2,"package_like",455,NA,NA,"incomplete-curve"
3,"package_like",455,NA,NA,"incomplete-curve"
4,"package_like",455,NA,NA,"incomplete-curve"
5,"package_like",455,NA,NA,"incomplete-curve"
6,"package_like",455,NA,NA,"incomplete-curve"
7,"package_like",455,NA,NA,"incomplete-curve"
8,"package_like",455,NA,NA,"incomplete-curve"
9,"package_like",455,NA,NA,"incomplete-curve"
10,"package_like",455,NA,NA,"incomplete-curve"
11,"package_like",455,NA,NA,"incomplete-curve"
12,"package_like",455,NA,NA,"incomplete-curve"
1,"start_saturated",455,NA,NA,"incomplete-curve"
2,"start_saturated",455,NA,NA,"incomplete-curve"
3,"start_saturated",455,NA,NA,"incomplete-curve"
4,"start_saturated",455,NA,NA,"incomplete-curve"
5,"start_saturated",455,NA,NA,"incomplete-curve"
6,"start_saturated",455,NA,NA,"incomplete-curve"
7,"start_saturated",455,NA,NA,"incomplete-curve"
8,"start_saturated",455,NA,NA,"incomplete-curve"
9,"start_saturated",455,NA,NA,"incomplete-curve"
10,"start_saturated",455,NA,NA,"incomplete-curve"
11,"start_saturated",455,NA,NA,"incomplete-curve"
12,"start_saturated",455,NA,NA,"incomplete-curve"
1,"calendar_omitted",456,NA,NA,"incomplete-curve"
2,"calendar_omitted",456,NA,NA,"incomplete-curve"
3,"calendar_omitted",456,NA,NA,"incomplete-curve"
4,"calendar_omitted",456,NA,NA,"incomplete-curve"
5,"calendar_omitted",456,NA,NA,"incomplete-curve"
6,"calendar_omitted",456,NA,NA,"incomplete-curve"
7,"calendar_omitted",456,NA,NA,"incomplete-curve"
8,"calendar_omitted",456,NA,NA,"incomplete-curve"
9,"calendar_omitted",456,NA,NA,"incomplete-curve"
10,"calendar_omitted",456,NA,NA,"incomplete-curve"
11,"calendar_omitted",456,NA,NA,"incomplete-curve"
12,"calendar_omitted",456,NA,NA,"incomplete-curve"
1,"calendar_quadratic",456,NA,NA,"incomplete-curve"
2,"calendar_quadratic",456,NA,NA,"incomplete-curve"
3,"calendar_quadratic",456,NA,NA,"incomplete-curve"
4,"calendar_quadratic",456,NA,NA,"incomplete-curve"
5,"calendar_quadratic",456,NA,NA,"incomplete-curve"
6,"calendar_quadratic",456,NA,NA,"incomplete-curve"
7,"calendar_quadratic",456,NA,NA,"incomplete-curve"
8,"calendar_quadratic",456,NA,NA,"incomplete-curve"
9,"calendar_quadratic",456,NA,NA,"incomplete-curve"
10,"calendar_quadratic",456,NA,NA,"incomplete-curve"
11,"calendar_quadratic",456,NA,NA,"incomplete-curve"
12,"calendar_quadratic",456,NA,NA,"incomplete-curve"
1,"equal_common",456,NA,NA,"incomplete-curve"
2,"equal_common",456,NA,NA,"incomplete-curve"
3,"equal_common",456,NA,NA,"incomplete-curve"
4,"equal_common",456,NA,NA,"incomplete-curve"
5,"equal_common",456,NA,NA,"incomplete-curve"
6,"equal_common",456,NA,NA,"incomplete-curve"
7,"equal_common",456,NA,NA,"incomplete-curve"
8,"equal_common",456,NA,NA,"incomplete-curve"
9,"equal_common",456,NA,NA,"incomplete-curve"
10,"equal_common",456,NA,NA,"incomplete-curve"
11,"equal_common",456,NA,NA,"incomplete-curve"
12,"equal_common",456,NA,NA,"incomplete-curve"
1,"equal_flexible",456,NA,NA,"incomplete-curve"
2,"equal_flexible",456,NA,NA,"incomplete-curve"
3,"equal_flexible",456,NA,NA,"incomplete-curve"
4,"equal_flexible",456,NA,NA,"incomplete-curve"
5,"equal_flexible",456,NA,NA,"incomplete-curve"
6,"equal_flexible",456,NA,NA,"incomplete-curve"
7,"equal_flexible",456,NA,NA,"incomplete-curve"
8,"equal_flexible",456,NA,NA,"incomplete-curve"
9,"equal_flexible",456,NA,NA,"incomplete-curve"
10,"equal_flexible",456,NA,NA,"incomplete-curve"
11,"equal_flexible",456,NA,NA,"incomplete-curve"
12,"equal_flexible",456,NA,NA,"incomplete-curve"
1,"package_like",456,NA,NA,"incomplete-curve"
2,"package_like",456,NA,NA,"incomplete-curve"
3,"package_like",456,NA,NA,"incomplete-curve"
4,"package_like",456,NA,NA,"incomplete-curve"
5,"package_like",456,NA,NA,"incomplete-curve"
6,"package_like",456,NA,NA,"incomplete-curve"
7,"package_like",456,NA,NA,"incomplete-curve"
8,"package_like",456,NA,NA,"incomplete-curve"
9,"package_like",456,NA,NA,"incomplete-curve"
10,"package_like",456,NA,NA,"incomplete-curve"
11,"package_like",456,NA,NA,"incomplete-curve"
12,"package_like",456,NA,NA,"incomplete-curve"
1,"start_saturated",456,NA,NA,"incomplete-curve"
2,"start_saturated",456,NA,NA,"incomplete-curve"
3,"start_saturated",456,NA,NA,"incomplete-curve"
4,"start_saturated",456,NA,NA,"incomplete-curve"
5,"start_saturated",456,NA,NA,"incomplete-curve"
6,"start_saturated",456,NA,NA,"incomplete-curve"
7,"start_saturated",456,NA,NA,"incomplete-curve"
8,"start_saturated",456,NA,NA,"incomplete-curve"
9,"start_saturated",456,NA,NA,"incomplete-curve"
10,"start_saturated",456,NA,NA,"incomplete-curve"
11,"start_saturated",456,NA,NA,"incomplete-curve"
12,"start_saturated",456,NA,NA,"incomplete-curve"
1,"calendar_omitted",457,NA,NA,"incomplete-curve"
2,"calendar_omitted",457,NA,NA,"incomplete-curve"
3,"calendar_omitted",457,NA,NA,"incomplete-curve"
4,"calendar_omitted",457,NA,NA,"incomplete-curve"
5,"calendar_omitted",457,NA,NA,"incomplete-curve"
6,"calendar_omitted",457,NA,NA,"incomplete-curve"
7,"calendar_omitted",457,NA,NA,"incomplete-curve"
8,"calendar_omitted",457,NA,NA,"incomplete-curve"
9,"calendar_omitted",457,NA,NA,"incomplete-curve"
10,"calendar_omitted",457,NA,NA,"incomplete-curve"
11,"calendar_omitted",457,NA,NA,"incomplete-curve"
12,"calendar_omitted",457,NA,NA,"incomplete-curve"
1,"calendar_quadratic",457,NA,NA,"incomplete-curve"
2,"calendar_quadratic",457,NA,NA,"incomplete-curve"
3,"calendar_quadratic",457,NA,NA,"incomplete-curve"
4,"calendar_quadratic",457,NA,NA,"incomplete-curve"
5,"calendar_quadratic",457,NA,NA,"incomplete-curve"
6,"calendar_quadratic",457,NA,NA,"incomplete-curve"
7,"calendar_quadratic",457,NA,NA,"incomplete-curve"
8,"calendar_quadratic",457,NA,NA,"incomplete-curve"
9,"calendar_quadratic",457,NA,NA,"incomplete-curve"
10,"calendar_quadratic",457,NA,NA,"incomplete-curve"
11,"calendar_quadratic",457,NA,NA,"incomplete-curve"
12,"calendar_quadratic",457,NA,NA,"incomplete-curve"
1,"equal_common",457,NA,NA,"incomplete-curve"
2,"equal_common",457,NA,NA,"incomplete-curve"
3,"equal_common",457,NA,NA,"incomplete-curve"
4,"equal_common",457,NA,NA,"incomplete-curve"
5,"equal_common",457,NA,NA,"incomplete-curve"
6,"equal_common",457,NA,NA,"incomplete-curve"
7,"equal_common",457,NA,NA,"incomplete-curve"
8,"equal_common",457,NA,NA,"incomplete-curve"
9,"equal_common",457,NA,NA,"incomplete-curve"
10,"equal_common",457,NA,NA,"incomplete-curve"
11,"equal_common",457,NA,NA,"incomplete-curve"
12,"equal_common",457,NA,NA,"incomplete-curve"
1,"equal_flexible",457,NA,NA,"incomplete-curve"
2,"equal_flexible",457,NA,NA,"incomplete-curve"
3,"equal_flexible",457,NA,NA,"incomplete-curve"
4,"equal_flexible",457,NA,NA,"incomplete-curve"
5,"equal_flexible",457,NA,NA,"incomplete-curve"
6,"equal_flexible",457,NA,NA,"incomplete-curve"
7,"equal_flexible",457,NA,NA,"incomplete-curve"
8,"equal_flexible",457,NA,NA,"incomplete-curve"
9,"equal_flexible",457,NA,NA,"incomplete-curve"
10,"equal_flexible",457,NA,NA,"incomplete-curve"
11,"equal_flexible",457,NA,NA,"incomplete-curve"
12,"equal_flexible",457,NA,NA,"incomplete-curve"
1,"package_like",457,NA,NA,"incomplete-curve"
2,"package_like",457,NA,NA,"incomplete-curve"
3,"package_like",457,NA,NA,"incomplete-curve"
4,"package_like",457,NA,NA,"incomplete-curve"
5,"package_like",457,NA,NA,"incomplete-curve"
6,"package_like",457,NA,NA,"incomplete-curve"
7,"package_like",457,NA,NA,"incomplete-curve"
8,"package_like",457,NA,NA,"incomplete-curve"
9,"package_like",457,NA,NA,"incomplete-curve"
10,"package_like",457,NA,NA,"incomplete-curve"
11,"package_like",457,NA,NA,"incomplete-curve"
12,"package_like",457,NA,NA,"incomplete-curve"
1,"start_saturated",457,NA,NA,"incomplete-curve"
2,"start_saturated",457,NA,NA,"incomplete-curve"
3,"start_saturated",457,NA,NA,"incomplete-curve"
4,"start_saturated",457,NA,NA,"incomplete-curve"
5,"start_saturated",457,NA,NA,"incomplete-curve"
6,"start_saturated",457,NA,NA,"incomplete-curve"
7,"start_saturated",457,NA,NA,"incomplete-curve"
8,"start_saturated",457,NA,NA,"incomplete-curve"
9,"start_saturated",457,NA,NA,"incomplete-curve"
10,"start_saturated",457,NA,NA,"incomplete-curve"
11,"start_saturated",457,NA,NA,"incomplete-curve"
12,"start_saturated",457,NA,NA,"incomplete-curve"
1,"calendar_omitted",458,NA,NA,"incomplete-curve"
2,"calendar_omitted",458,NA,NA,"incomplete-curve"
3,"calendar_omitted",458,NA,NA,"incomplete-curve"
4,"calendar_omitted",458,NA,NA,"incomplete-curve"
5,"calendar_omitted",458,NA,NA,"incomplete-curve"
6,"calendar_omitted",458,NA,NA,"incomplete-curve"
7,"calendar_omitted",458,NA,NA,"incomplete-curve"
8,"calendar_omitted",458,NA,NA,"incomplete-curve"
9,"calendar_omitted",458,NA,NA,"incomplete-curve"
10,"calendar_omitted",458,NA,NA,"incomplete-curve"
11,"calendar_omitted",458,NA,NA,"incomplete-curve"
12,"calendar_omitted",458,NA,NA,"incomplete-curve"
1,"calendar_quadratic",458,NA,NA,"incomplete-curve"
2,"calendar_quadratic",458,NA,NA,"incomplete-curve"
3,"calendar_quadratic",458,NA,NA,"incomplete-curve"
4,"calendar_quadratic",458,NA,NA,"incomplete-curve"
5,"calendar_quadratic",458,NA,NA,"incomplete-curve"
6,"calendar_quadratic",458,NA,NA,"incomplete-curve"
7,"calendar_quadratic",458,NA,NA,"incomplete-curve"
8,"calendar_quadratic",458,NA,NA,"incomplete-curve"
9,"calendar_quadratic",458,NA,NA,"incomplete-curve"
10,"calendar_quadratic",458,NA,NA,"incomplete-curve"
11,"calendar_quadratic",458,NA,NA,"incomplete-curve"
12,"calendar_quadratic",458,NA,NA,"incomplete-curve"
1,"equal_common",458,NA,NA,"incomplete-curve"
2,"equal_common",458,NA,NA,"incomplete-curve"
3,"equal_common",458,NA,NA,"incomplete-curve"
4,"equal_common",458,NA,NA,"incomplete-curve"
5,"equal_common",458,NA,NA,"incomplete-curve"
6,"equal_common",458,NA,NA,"incomplete-curve"
7,"equal_common",458,NA,NA,"incomplete-curve"
8,"equal_common",458,NA,NA,"incomplete-curve"
9,"equal_common",458,NA,NA,"incomplete-curve"
10,"equal_common",458,NA,NA,"incomplete-curve"
11,"equal_common",458,NA,NA,"incomplete-curve"
12,"equal_common",458,NA,NA,"incomplete-curve"
1,"equal_flexible",458,NA,NA,"incomplete-curve"
2,"equal_flexible",458,NA,NA,"incomplete-curve"
3,"equal_flexible",458,NA,NA,"incomplete-curve"
4,"equal_flexible",458,NA,NA,"incomplete-curve"
5,"equal_flexible",458,NA,NA,"incomplete-curve"
6,"equal_flexible",458,NA,NA,"incomplete-curve"
7,"equal_flexible",458,NA,NA,"incomplete-curve"
8,"equal_flexible",458,NA,NA,"incomplete-curve"
9,"equal_flexible",458,NA,NA,"incomplete-curve"
10,"equal_flexible",458,NA,NA,"incomplete-curve"
11,"equal_flexible",458,NA,NA,"incomplete-curve"
12,"equal_flexible",458,NA,NA,"incomplete-curve"
1,"package_like",458,NA,NA,"incomplete-curve"
2,"package_like",458,NA,NA,"incomplete-curve"
3,"package_like",458,NA,NA,"incomplete-curve"
4,"package_like",458,NA,NA,"incomplete-curve"
5,"package_like",458,NA,NA,"incomplete-curve"
6,"package_like",458,NA,NA,"incomplete-curve"
7,"package_like",458,NA,NA,"incomplete-curve"
8,"package_like",458,NA,NA,"incomplete-curve"
9,"package_like",458,NA,NA,"incomplete-curve"
10,"package_like",458,NA,NA,"incomplete-curve"
11,"package_like",458,NA,NA,"incomplete-curve"
12,"package_like",458,NA,NA,"incomplete-curve"
1,"start_saturated",458,NA,NA,"incomplete-curve"
2,"start_saturated",458,NA,NA,"incomplete-curve"
3,"start_saturated",458,NA,NA,"incomplete-curve"
4,"start_saturated",458,NA,NA,"incomplete-curve"
5,"start_saturated",458,NA,NA,"incomplete-curve"
6,"start_saturated",458,NA,NA,"incomplete-curve"
7,"start_saturated",458,NA,NA,"incomplete-curve"
8,"start_saturated",458,NA,NA,"incomplete-curve"
9,"start_saturated",458,NA,NA,"incomplete-curve"
10,"start_saturated",458,NA,NA,"incomplete-curve"
11,"start_saturated",458,NA,NA,"incomplete-curve"
12,"start_saturated",458,NA,NA,"incomplete-curve"
1,"calendar_omitted",459,NA,NA,"incomplete-curve"
2,"calendar_omitted",459,NA,NA,"incomplete-curve"
3,"calendar_omitted",459,NA,NA,"incomplete-curve"
4,"calendar_omitted",459,NA,NA,"incomplete-curve"
5,"calendar_omitted",459,NA,NA,"incomplete-curve"
6,"calendar_omitted",459,NA,NA,"incomplete-curve"
7,"calendar_omitted",459,NA,NA,"incomplete-curve"
8,"calendar_omitted",459,NA,NA,"incomplete-curve"
9,"calendar_omitted",459,NA,NA,"incomplete-curve"
10,"calendar_omitted",459,NA,NA,"incomplete-curve"
11,"calendar_omitted",459,NA,NA,"incomplete-curve"
12,"calendar_omitted",459,NA,NA,"incomplete-curve"
1,"calendar_quadratic",459,NA,NA,"incomplete-curve"
2,"calendar_quadratic",459,NA,NA,"incomplete-curve"
3,"calendar_quadratic",459,NA,NA,"incomplete-curve"
4,"calendar_quadratic",459,NA,NA,"incomplete-curve"
5,"calendar_quadratic",459,NA,NA,"incomplete-curve"
6,"calendar_quadratic",459,NA,NA,"incomplete-curve"
7,"calendar_quadratic",459,NA,NA,"incomplete-curve"
8,"calendar_quadratic",459,NA,NA,"incomplete-curve"
9,"calendar_quadratic",459,NA,NA,"incomplete-curve"
10,"calendar_quadratic",459,NA,NA,"incomplete-curve"
11,"calendar_quadratic",459,NA,NA,"incomplete-curve"
12,"calendar_quadratic",459,NA,NA,"incomplete-curve"
1,"equal_common",459,NA,NA,"incomplete-curve"
2,"equal_common",459,NA,NA,"incomplete-curve"
3,"equal_common",459,NA,NA,"incomplete-curve"
4,"equal_common",459,NA,NA,"incomplete-curve"
5,"equal_common",459,NA,NA,"incomplete-curve"
6,"equal_common",459,NA,NA,"incomplete-curve"
7,"equal_common",459,NA,NA,"incomplete-curve"
8,"equal_common",459,NA,NA,"incomplete-curve"
9,"equal_common",459,NA,NA,"incomplete-curve"
10,"equal_common",459,NA,NA,"incomplete-curve"
11,"equal_common",459,NA,NA,"incomplete-curve"
12,"equal_common",459,NA,NA,"incomplete-curve"
1,"equal_flexible",459,NA,NA,"incomplete-curve"
2,"equal_flexible",459,NA,NA,"incomplete-curve"
3,"equal_flexible",459,NA,NA,"incomplete-curve"
4,"equal_flexible",459,NA,NA,"incomplete-curve"
5,"equal_flexible",459,NA,NA,"incomplete-curve"
6,"equal_flexible",459,NA,NA,"incomplete-curve"
7,"equal_flexible",459,NA,NA,"incomplete-curve"
8,"equal_flexible",459,NA,NA,"incomplete-curve"
9,"equal_flexible",459,NA,NA,"incomplete-curve"
10,"equal_flexible",459,NA,NA,"incomplete-curve"
11,"equal_flexible",459,NA,NA,"incomplete-curve"
12,"equal_flexible",459,NA,NA,"incomplete-curve"
1,"package_like",459,NA,NA,"incomplete-curve"
2,"package_like",459,NA,NA,"incomplete-curve"
3,"package_like",459,NA,NA,"incomplete-curve"
4,"package_like",459,NA,NA,"incomplete-curve"
5,"package_like",459,NA,NA,"incomplete-curve"
6,"package_like",459,NA,NA,"incomplete-curve"
7,"package_like",459,NA,NA,"incomplete-curve"
8,"package_like",459,NA,NA,"incomplete-curve"
9,"package_like",459,NA,NA,"incomplete-curve"
10,"package_like",459,NA,NA,"incomplete-curve"
11,"package_like",459,NA,NA,"incomplete-curve"
12,"package_like",459,NA,NA,"incomplete-curve"
1,"start_saturated",459,NA,NA,"incomplete-curve"
2,"start_saturated",459,NA,NA,"incomplete-curve"
3,"start_saturated",459,NA,NA,"incomplete-curve"
4,"start_saturated",459,NA,NA,"incomplete-curve"
5,"start_saturated",459,NA,NA,"incomplete-curve"
6,"start_saturated",459,NA,NA,"incomplete-curve"
7,"start_saturated",459,NA,NA,"incomplete-curve"
8,"start_saturated",459,NA,NA,"incomplete-curve"
9,"start_saturated",459,NA,NA,"incomplete-curve"
10,"start_saturated",459,NA,NA,"incomplete-curve"
11,"start_saturated",459,NA,NA,"incomplete-curve"
